Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210127,2021,3/7/2022,Rocky Hill,238 RAYMOND ROAD,175700,360000.0,0.488,Residential,Single Family,,,,POINT (-72.665222973 41.671454991)
160274,2016,4/7/2017,Southbury,936 B HERITAGE VILLAGE,100260,216000.0,0.464166667,Condo,Condo,,,,
200058,2020,10/22/2020,Shelton,40 COUNTRY WALK,166110,285000.0,0.5828,Residential,Condo,,,,POINT (-73.11662 41.29504)
20012,2020,12/7/2020,Andover,902 EAST ST,218100,369000.0,0.591,Residential,Single Family,,,,
190311,2019,5/11/2020,Trumbull,33 MALLET DR,341390,528000.0,0.6466,Single Family,Single Family,,,,
200108,2020,7/13/2021,Beacon Falls,23 STARWOOD LANE,180920,380000.0,0.4761,Residential,Single Family,,,,POINT (-73.05246 41.43578)
21232,2021,4/5/2022,Waterford,8 FULMORE DRIVE,141630,315000.0,0.4496,Residential,Single Family,,,,POINT (-72.174825981 41.352469009)
210817,2021,3/17/2022,Middletown,169 CARRIAGE CROSSING,80930,145000.0,0.5581,Residential,Condo,,,,POINT (-72.708996967 41.587487443)
17739,2017,7/31/2018,Hartford,169 CLARK ST,56035,179000.0,0.313,Two Family,Two Family,,,,
21234,2021,4/6/2022,Waterford,18 JORDAN TERRACE,190750,350000.0,0.545,Residential,Single Family,,,,POINT (-72.139764983 41.339068986)
170055,2017,4/4/2018,Killingworth,12 STONEWALL DRIVE,32280,35000.0,0.9222,Single Family,Single Family,,,,POINT (-72.56513 41.37558)
170182,2017,12/12/2017,Southington,1175-03 SOUTH MAIN ST,144210,211000.0,0.683459716,Condo,Condo,,,,
200495,2020,1/19/2021,Danbury,40 CHAMBERS RD,310600,385000.0,0.8067,Residential,Single Family,,F08006,,POINT (-73.48963 41.4252)
180070,2018,1/11/2019,Prospect,27 WHITE OAK DR,226830,342000.0,0.6632,Condo,Condo,,,,
21274,2021,4/6/2022,Guilford,274 CHURCH ST 4C,116750,212500.0,0.5494,Residential,Condo,,,,POINT (-72.68814203 41.293963995)
190284,2019,3/6/2020,Enfield,STILL MEADOW B04UD,88300,125000.0,0.7064,Condo,Condo,01 - Family,,,
160204,2016,6/22/2017,Ansonia,56 FRANKLIN STREET,105000,255000.0,0.411764706,Two Family,Two Family,,,,
180275,2018,3/18/2019,Glastonbury,116 RIDGEWOOD RD,259000,390000.0,0.6641,Single Family,Single Family,,,,
180081,2018,10/23/2018,Manchester,191 SANRICO DRIVE,450900,650000.0,0.6936,,,,,,
18043,2018,10/22/2018,East Hartford,21 GREENLAWN ST.,120450,193900.0,0.6211,Single Family,Single Family,07 - Change in Property,flipped property,,
170275,2017,1/9/2018,Stratford,203 SOUNDVIEW AVE,152180,233000.0,0.6531,Single Family,Single Family,,,,POINT (-73.14682 41.18802)
210624,2021,3/29/2022,West Hartford,89 BEECHWOOD ROAD,163328,295000.0,0.5536,Residential,Single Family,,,,POINT (-72.746971004 41.73531998)
160092,2016,3/22/2017,Oxford,438 ROOSEVELT DR,154100,223000.0,0.69103139,Single Family,Single Family,,,,
170084,2017,12/28/2017,Rocky Hill,30 SILO DRIVE,197330,290000.0,0.680448276,Single Family,Single Family,01 - Family,,,POINT (-72.66508 41.65542)
20025,2020,10/6/2020,New Britain,99 BARNES ST,108220,210000.0,0.5153,Residential,Single Family,,,,POINT (-72.81516 41.66304)
17023,2017,6/19/2018,Eastford,EASTFORD RD,28300,105000.0,0.2695,,,,,,
170135,2017,8/9/2018,Woodbridge,23 WALKER LN,279370,332000.0,0.8414,Single Family,Single Family,,,,
190089,2019,9/16/2020,Willington,39 WILLINGTON HILL RD,139740,242000.0,0.5774,Single Family,Single Family,25 - Other,TWO PARCELS,,
21152,2021,12/7/2021,Newtown,41 COLD SPRING ROAD,370730,715000.0,0.5185,Residential,Single Family,,,,POINT (-73.279251025 41.364780013)
1801262,2018,6/27/2019,Stamford,68 MYRTLE AVENUE,333420,215000.0,1.5507,Two Family,Two Family,08 - Part Interest,1/2 INTEREST SOLD,,
19222,2019,12/9/2019,Hartford,237 NEWINGTON AVE,50750,72500.0,0.7,Single Family,Single Family,25 - Other,ESTATE SALE,,
210255,2021,8/29/2022,Derby,68 SILVER HILL RD,145320,374000.0,0.3885,Residential,Single Family,,,,POINT (-73.108218961 41.343593999)
180075,2018,12/20/2018,Ledyard,5 GREEN POINT CT,191520,285000.0,0.672,Single Family,Single Family,,,,
191360,2019,9/25/2020,Norwalk,17 VINCENT PL,543800,985000.0,0.5521,Single Family,Single Family,,6-13C-17-0,,
160815,2016,3/13/2017,Bridgeport,439 BIRMINGHAM ST,106250,115000.0,0.923913043,Single Family,Single Family,,,,POINT (-73.2146 41.20723)
16483,2016,9/20/2017,Newtown,7 CURRY DRIVE,219930,335000.0,0.656507463,Single Family,Single Family,,,,
190120,2019,11/13/2019,West Hartford,34 GARFIELD ROAD,295680,575000.0,0.5142,Single Family,Single Family,,,,
210127,2021,1/31/2022,Wolcott,119 LONG SWAMP RD,153110,146000.0,1.0486,Residential,Single Family,14 - Foreclosure,FORECLOSURE BY SALE,,POINT (-72.955531028 41.632804988)
210920,2021,6/16/2022,West Hartford,112 ORCHARD ROAD,462455,896000.0,0.5161,Residential,Single Family,,,,POINT (-72.776103985 41.776385019)
210879,2021,6/15/2022,Hamden,3000 DIXWELL AVE,1739780,5100000.0,0.3411,Commercial,,25 - Other,1 DEED; 2 PROPERTIES; 32 SCHOOL ST,,POINT (-72.899934031 41.383616999)
210934,2021,6/16/2022,New Britain,101 ROOSEVELT ST,91140,245000.0,0.372,Residential,Single Family,,,,POINT (-72.758726959 41.650866019)
170091,2017,2/6/2018,Suffield,291 BRIDGE ST,139370,135000.0,1.03237037,Single Family,Single Family,14 - Foreclosure,BANK OWNED,,
170240,2017,3/22/2018,Westport,168 IMPERIAL AVENUE,435600,640000.0,0.6806,Single Family,Single Family,,,,
180571,2018,1/10/2019,Bridgeport,119 DAVENPORT ST,18210,12000.0,1.5175,,,15 - Government Agency,,,
2100181,2021,12/17/2021,New Milford,100 PERRY DR,214130,430000.0,0.497976744,Residential,Single Family,,SALES RATIO,,POINT (-73.434075002 41.540775002)
18055,2018,12/24/2018,Derby,33 HICKORY RD,143430,180000.0,0.7968,Single Family,Single Family,14 - Foreclosure,,,
201110,2020,4/13/2021,Norwalk,13 STAPLES CT,386140,766000.0,0.504,Residential,Single Family,,3-52-46-0,,
180472,2018,5/7/2019,Torrington,166 SILVER FOX LN,140600,225000.0,0.6248,Single Family,Single Family,,,,
160137,2016,6/1/2017,Winchester,519 DAYTON RD,548519,415000.0,1.32173253,Single Family,Single Family,01 - Family,FAMILY SALE/4 PARCELS,,
1700154,2017,1/5/2018,New Milford,20 WILDLIFE DR,392960,600000.0,0.654933333,Single Family,Single Family,,,,
21402,2021,7/26/2022,Waterford,140A OIL MILL ROAD,23290,22500.0,1.035111111,Vacant Land,,28 - Use Assessment,PA490 LAND,,POINT (-72.181081982 41.386446017)
21004,2021,10/5/2021,Wilton,15 SUNSET HILL RD,308140,705000.0,0.437,Residential,Single Family,,,,POINT (-73.432916959 41.251952011)
190879,2019,7/15/2020,Danbury,122 KING ST,368900,585000.0,0.6306,Three Family,Three Family,,B06008,,
180619,2018,1/17/2019,Bridgeport,1769 CENTRAL AVE,43220,35000.0,1.2348,Single Family,Single Family,14 - Foreclosure,,,POINT (-73.16753 41.19139)
190312,2019,12/30/2019,Norwalk,42 FILLOW ST,206830,222707.0,0.9287,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BY SALE; 5-56-27D-0,,
160913,2016,5/15/2017,Norwalk,136 NEWTOWN AV,248310,385000.0,0.644961039,Condo,Condo,,,,
170151,2017,6/26/2017,Derby,61 FRANKLIN AVE,232260,277000.0,0.8384,Single Family,Single Family,,,,
190177,2019,9/23/2020,Westbrook,42 CROSS RD,79340,115000.0,0.6899,,,,RES VACANT,,POINT (-72.49015 41.3307)
170790,2017,4/2/2018,Norwalk,1 SWALE RD,662360,665000.0,0.996030075,Single Family,Single Family,,3-22-29-0,GOOD SALE PER MLS,POINT (-73.38509 41.10997)
1801746,2018,9/20/2019,Stamford,154 COLD SPRING ROAD # 41,162610,295000.0,0.5512,Condo,Condo,,,,
172761,2017,1/5/2018,Shelton,19 BONITA DR,280070,425000.0,0.6589,Single Family,Single Family,,,,
210148,2021,11/24/2021,Wallingford,71 HERITAGE WOODS,107000,187000.0,0.5721,Residential,Condo,,,,POINT (-72.851845041 41.442103992)
210485,2021,12/28/2021,Norwalk,23 SHEPHERD ST,355230,629500.0,0.5643,Residential,Single Family,,5-27-11-0,,POINT (-73.400450998 41.144197994)
180616,2018,5/23/2019,West Hartford,893 FARMINGTON AVENUE 2-6D,108360,147000.0,0.7371,Condo,Condo,,,,
20200856,2020,5/13/2021,Stratford,1065 CUTSPRING ROAD,265160,430000.0,0.6166,Residential,Single Family,,,,
160973,2016,5/30/2017,Norwalk,71 AIKEN ST,175840,282500.0,0.622442478,Condo,Condo,,UNIT J/2,,POINT (-73.41854 41.13449)
170837,2017,7/12/2018,West Hartford,893 FARMINGTON AVENUE 2-5B,129710,215000.0,0.6033,Condo,Condo,,,,
190193,2019,12/18/2019,Norwich,2 MEDITERRANEAN LN,105600,64526.0,1.6365,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.09434 41.55034)
171871,2017,8/13/2018,Bridgeport,240 PARROTT AVE,156390,300000.0,0.5213,Three Family,Three Family,,,,
211323,2021,9/30/2022,West Hartford,39 RUMFORD STREET,192500,400000.0,0.4812,Residential,Single Family,,,,POINT (-72.740395988 41.746285018)
210020,2021,10/4/2021,Bridgeport,2625 PARK AVE UNIT # 6M,69870,140000.0,0.499071429,Residential,Condo,,,,POINT (-73.216777012 41.193259997)
2101185,2021,9/23/2022,Stratford,1391 NORTH PETERS LANE,266280,515000.0,0.517,Residential,Single Family,,,,POINT (-73.127689032 41.257708995)
171580,2017,9/18/2018,Norwalk,29 VAN BUREN AVE UNIT I9,134420,271500.0,0.495101289,Condo,Condo,25 - Other,1-19-12-I9 - SALE UNQUALIFED BY TYLER TECH FOR 2018 GL,,
170311,2017,10/24/2017,Salem,142 WAY RD,139500,219900.0,0.634379263,Single Family,Single Family,,,,
170035,2017,1/16/2018,Killingworth,20 STONEWALL DRIVE,32220,18200.0,1.7703,Single Family,Single Family,25 - Other,NOT BETWEEN WILLING BUYER AND SELLER,,
200044,2020,10/14/2020,Groton,7 CROSS ST,197820,245000.0,0.807428571,Vacant Land,,,,,POINT (-72.00608 41.31474)
19933,2019,11/25/2019,West Haven,34 CHEW ST,100940,140000.0,0.721,Single Family,Single Family,,,,
20085,2020,7/12/2021,Lisbon,158 STRAWBERRY ST,251510,490000.0,0.5132,Residential,Single Family,,A0006900,,POINT (-71.99984 41.62278)
210404,2021,8/3/2022,Simsbury,12F WIGGINS FARM DRIVE,101060,227000.0,0.4451,Residential,Condo,,,,POINT (-72.811844824 41.859962424)
190498,2019,4/30/2020,Hamden,19 LYNMOOR PL,105210,165000.0,0.6376,Single Family,Single Family,,,,
190660,2019,5/26/2020,West Hartford,83 BENTWOOD ROAD,140630,255000.0,0.5515,Single Family,Single Family,,,,
191143,2019,9/22/2020,West Hartford,764 SOUTH QUAKER LANE,107240,222000.0,0.4831,Condo,Condo,,,,
161051,2016,7/10/2017,Middletown,565 NEWFIELD ST #4,120670,139900.0,0.862544675,Condo,Condo,14 - Foreclosure,,,
200640,2020,7/28/2021,Groton,184 F ST,41580,95000.0,0.437684211,Residential,Single Family,,MOBILE HOME,,
180204,2018,4/17/2019,Guilford,664 NEW ENGLAND RD,181130,328000.0,0.5522,Single Family,Single Family,,,,
200177,2020,8/9/2021,Woodstock,19 WOODSTOCK MEADOWS,91600,185000.0,0.4951,Residential,Condo,,CONDO,,
200042,2020,12/2/2020,East Windsor,15B PASCO DR,108110,170000.0,0.6359,Commercial,,,,,POINT (-72.61152 41.90872)
20201048,2020,7/6/2021,Stratford,355 SECOND AVENUE,179550,158000.0,1.1363,Residential,Single Family,07 - Change in Property,HOUSE IN POOR CONDITION.,,POINT (-73.12958 41.15288)
210023,2021,5/16/2022,Warren,45 PARTRIDGE RD,222280,401000.0,0.5543,Residential,Single Family,,,,POINT (-73.368239009 41.735207998)
190232,2019,1/17/2020,Shelton,192 STONEHEDGE,202790,259000.0,0.783,Condo,Condo,,,,POINT (-73.13792 41.29948)
180100,2018,1/8/2019,Simsbury,76 LATIMER LANE,307510,508000.0,0.6053,Single Family,Single Family,,,,
200896,2020,6/7/2021,West Hartford,85 MERILINE AVENUE,79660,178000.0,0.4475,Residential,Single Family,,,,
212002,2021,8/2/2022,Bridgeport,535 VINCELLETTE ST UNIT #4,106530,233000.0,0.4572,Residential,Condo,,,,POINT (-73.22099202 41.213338008)
19098,2019,12/23/2019,Watertown,115 CANNON RIDGE DR,111100,188000.0,0.591,Condo,Condo,,,,POINT (-73.12783 41.59334)
191281,2019,9/8/2020,Milford,27 HILL ST,179110,289500.0,0.6187,Single Family,Single Family,,,,
200285,2020,4/19/2021,Madison,660 OPENING HILL RD,189700,325000.0,0.583692308,Residential,Single Family,07 - Change in Property,improved after 10/1/2020,,
20200120,2020,8/30/2021,Sharon,70 MODLEY RD,121200,37368.0,3.2434,Residential,Single Family,01 - Family,,,POINT (-73.44291 41.80167)
167382,2016,6/27/2017,Bridgeport,116 AMSTERDAM AVE,125530,245000.0,0.512367347,Two Family,Two Family,,,,
20318,2020,9/13/2021,Winchester,8 SOUTH MAIN STREET,164080,180000.0,0.9115,Commercial,,25 - Other,SENT SALES VERIFICATION,,
200526,2020,4/29/2021,Shelton,39 CORAM RD #12,171010,276000.0,0.6196,Residential,Condo,,,,POINT (-73.08745 41.30826)
190057,2019,11/26/2019,Madison,76 SQUIRES RD,223500,318000.0,0.7028,Single Family,Single Family,,,,POINT (-72.64703 41.35124)
210592,2021,8/24/2022,South Windsor,109 TWIN CIRCLE DRIVE,59600,133000.0,0.448120301,Residential,Condo,,,,POINT (-72.577595288 41.825138653)
201608,2020,9/30/2021,Danbury,9 DIBBLE ST,158000,350000.0,0.4514,Residential,Single Family,,H15111,,POINT (-73.46216 41.38973)
170961,2017,8/27/2018,Fairfield,491 WESTWAY ROAD,1488620,1045000.0,1.4245,Condo,Condo,07 - Change in Property,,,POINT (-73.29361 41.13335)
170436,2017,4/11/2018,West Hartford,26 SCHOOLHOUSE DRIVE UNIT 308,181090,258000.0,0.7018,Condo,Condo,,,,
21092,2021,8/25/2022,Deep River,42 ROSEMONT DR,179200,380000.0,0.4715,Residential,Single Family,,,,POINT (-72.45111103 41.361968833)
201488,2020,9/27/2021,New Haven,41 WHITTIER RD,164360,440000.0,0.3735,Residential,Single Family,,,,
200090,2020,11/25/2020,Avon,72 SUNRISE DRIVE,97330,219000.0,0.444429224,Vacant Land,,,,,POINT (-72.865 41.77012)
170049,2017,12/4/2017,New Fairfield,65 CANDLE HILL RD,181000,294500.0,0.614601019,Single Family,Single Family,,,,
180263,2018,1/18/2019,Fairfield,18 HURD STREET,329140,485000.0,0.6786,Single Family,Single Family,,,,
201357,2020,8/31/2021,Cromwell,8 WALNUT TREE ROAD,150150,275000.0,0.546,Residential,Single Family,,,,
18470,2018,4/24/2019,East Hartford,20 BRANDON RD,115750,126000.0,0.9186,Single Family,Single Family,25 - Other,REHAB PROP,,
20000207,2020,7/9/2021,Granby,11 WINDCREST DR,98000,190000.0,0.5157,Residential,Condo,,,,
190608,2019,3/23/2020,Milford,169 BEACH AVE,163230,283000.0,0.5768,Single Family,Single Family,,,,
210152,2021,7/29/2022,Woodbridge,1073 RACEBROOK RD,154910,300000.0,0.5163,Residential,Single Family,,,,POINT (-73.02394102 41.325448016)
2002085,2020,7/12/2021,Stamford,127 GREYROCK PLACE #905,165050,259000.0,0.6372,Residential,Condo,,,,
160320,2016,4/25/2017,Rocky Hill,101 COUNTRY CLUB COURT,113050,114300.0,0.989063867,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,,
18097,2018,7/17/2019,Haddam,526 FOOT HILLS RD,219800,325000.0,0.6763,Single Family,Single Family,,,,
190043,2019,10/21/2019,Southbury,1059 WEST PURCHASE RD,806250,1600000.0,0.5039,Single Family,Single Family,,,,
1900057,2019,6/24/2020,Sharon,BAKER RD,3900,81000.0,0.0481,,,24 - Plottage,MULTIPLE PARCELS,,
190076,2019,10/28/2019,New Britain,24 EUSTON ST,127540,181000.0,0.7046,Single Family,Single Family,,,,
16375,2016,7/3/2017,Ridgefield,200 LIMEKILN RD,336120,470000.0,0.7151,Single Family,Single Family,,,,
160120,2016,1/24/2017,Madison,73 EAST WHARF ROAD,1400000,1350000.0,1.037037037,Single Family,Single Family,25 - Other,PER MLS SELLER AGREES TO PAY 1/2 REAL ESTATE TAXES UNTIL 2018 REVAL,,
180441,2018,4/26/2019,Shelton,31 OJIBWA DR,159110,294500.0,0.5402,Single Family,Single Family,,,,
170137,2017,11/14/2017,Stratford,120 DAHL AVE,134120,308500.0,0.434748784,Single Family,Single Family,07 - Change in Property,ASSESSED VALUE MAY NOT REFLECT CHANGES TO PROPERTY,,
170217,2017,1/16/2018,Wallingford,18 HOLLY LN,210800,325000.0,0.648615385,Single Family,Single Family,,,,
201834,2020,9/21/2021,Milford,133 MILFORD POINT RD,362850,737500.0,0.492,Residential,Single Family,,,,
180029,2018,10/15/2018,Shelton,485 LONG HILL AVE,226870,375000.0,0.6049,Single Family,Single Family,,,,POINT (-73.10002 41.29052)
190285,2019,3/6/2020,Enfield,297 THE MEADOWS,110970,210000.0,0.5284,Condo,Condo,,,,
160135,2016,3/20/2017,Berlin,50 LANGDON COURT,123500,247500.0,0.498989899,Two Family,Two Family,,qualified sale,,
200960,2020,7/1/2021,Meriden,38 GRANT ST,73920,95000.0,0.7781,Residential,Single Family,,,,
16162,2016,2/7/2017,Ridgefield,212 HAVILAND RD,404290,499000.0,0.810200401,Single Family,Single Family,14 - Foreclosure,,,POINT (-73.4725 41.31065)
202080,2020,7/15/2021,Waterbury,31 HINSDALE AVE,57430,175000.0,0.3281,Residential,Single Family,,,,POINT (-73.01502 41.55256)
210961,2021,4/4/2022,Norwalk,94 ROWAYTON AVE,1640620,3200000.0,0.5126,Residential,Single Family,,,,POINT (-73.443829023 41.06438702)
211308,2021,4/6/2022,Bridgeport,50 GREENHOUSE RD UNIT # 41C,82420,186000.0,0.44311828,Residential,Condo,,,,POINT (-73.221427963 41.218927019)
21119,2021,12/27/2021,Bethel,41 DURANT AVENUE,1457260,1610000.0,0.9051,Commercial,,,,,POINT (-73.418868973 41.379314988)
18279,2018,9/3/2019,Plainfield,45 MAIN ST UNIT 409,98460,142000.0,0.6933,Condo,Condo,,,,
170010,2017,10/3/2017,Brookfield,27 JUNCTION RD,287300,361500.0,0.794744122,Single Family,Single Family,25 - Other,BOUGHT FROM RELOCATION COMPANY,,
180062,2018,12/19/2018,Plymouth,9 PEARL ST,106810,102000.0,1.047156863,Single Family,Single Family,25 - Other,,"PER MLS SALE PRICE = $98,900",
190143,2019,3/11/2020,Berlin,1259 MILL STREET,205100,230000.0,0.8917,Single Family,Single Family,14 - Foreclosure,non-qualified sale - SHORT SALE,,
170089,2017,11/21/2017,Westport,63 RICHMONDVILLE AVENUE,603300,972500.0,0.620359897,Single Family,Single Family,,,,
170117,2017,3/26/2018,Putnam,53 SUNNYSIDE AVE,104300,70000.0,1.49,Single Family,Single Family,14 - Foreclosure,,,
170223,2017,2/5/2018,Enfield,250 ELM ST,121680,114000.0,1.0673,Single Family,Single Family,25 - Other,"LIS PENDENS FILED, SHORT SALE",,
1801438,2018,7/30/2019,Stamford,117 SYLVAN KNOLL ROAD,2177200,169000.0,12.8828,,,08 - Part Interest,SYLVAN KNOLL CO-OPERATIVE,,
21485,2021,8/1/2022,Farmington,198 COPPERMINE ROAD,185290,375000.0,0.4941,Residential,Single Family,,,,POINT (-72.889135961 41.737842011)
160494,2016,9/15/2017,Windsor,157 LUDLOW RD,125020,222500.0,0.56188764,Single Family,Single Family,,,,
180421,2018,4/3/2019,Greenwich,2 ONEIDA DR UN C-3,2871330,3750000.0,0.7656,Condo,Condo,,,,
1900159,2019,4/22/2020,East Hampton,805 LAKE VISTA DR,104840,149000.0,0.7036,Condo,Condo,,,,
190062,2019,12/23/2019,Ellington,31 VILLAGE ST,90780,75000.0,1.2104,Single Family,Single Family,07 - Change in Property,SOLD TO CONTRACTOR TO FLIP,,
180562,2018,5/20/2019,Manchester,117 DEER RUN TRAIL,98100,72000.0,1.3625,Single Family,Single Family,25 - Other,,PER MLS CRACKING FOUNDATION - MORE TESTING NEEDED,
20020019,2020,2/25/2021,Woodbury,229 BACON POND RD #241,49210,80000.0,0.6151,Residential,Condo,,,,
1800066,2018,5/13/2019,Sterling,23 LEDGE HILL RD,98630,200000.0,0.4931,Single Family,Single Family,,RAISED RANCH BUILT 1990 ON 1.48 ACRES,,
21381,2021,7/14/2022,Waterford,9 OLIVE STREET,118750,135000.0,0.8796,Residential,Single Family,,,,POINT (-72.128454024 41.343360982)
171117,2017,6/18/2018,Norwalk,10 CANNON BROOK LN UNIT 10A,397770,600000.0,0.6629,Condo,Condo,,1-79-18-10A - CONDO PUD,,
190490,2019,2/19/2020,Norwalk,6 FELIX LN,351520,300000.0,1.171733333,Single Family,Single Family,25 - Other,5-53-117-0,SHORT SALE PER MLS,
200298,2020,9/24/2021,East Haddam,255 LAKE SHORE DR,89250,295000.0,0.3025,Residential,Single Family,,,,
21003,2021,10/1/2021,Oxford,445 TEE SHOT DRIVE,303200,525000.0,0.5775,Residential,Condo,,,,POINT (-73.103078914 41.456089473)
210024,2021,10/7/2021,Middletown,25 INVERNESS LA,88250,165000.0,0.5348,Residential,Single Family,,,,POINT (-72.705048999 41.588034016)
210439,2021,8/31/2022,Simsbury,8 ERINS WAY,432090,900000.0,0.4801,Residential,Condo,,PUD,,POINT (-72.825843037 41.859378015)
160136,2016,5/10/2017,Cromwell,156 WOODLAND DRIVE,59900,90000.0,0.665555556,Condo,Condo,,,,
160797,2016,3/13/2017,Stamford,104 NORTH STREET # 801,236580,420000.0,0.563285714,Condo,Condo,,,,
210102,2021,7/14/2022,Preston,115 RIVER RD,84800,60000.0,1.4133,Vacant Land,,28 - Use Assessment,,,POINT (-72.0058479 41.558696591)
200587,2020,7/29/2021,South Windsor,40 WINDY HILL DR,381900,625000.0,0.611,Residential,Single Family,,,,
19096,2019,12/9/2019,Farmington,58 PINEWOOD DR,315340,118885.49,2.6525,Single Family,Single Family,14 - Foreclosure,,,
180077,2018,5/1/2019,Woodbridge,19 SEYMOUR RD,208040,190000.0,1.0949,Single Family,Single Family,01 - Family,,,
170056,2017,10/30/2017,Norwich,44 HENRY ST,40000,50000.0,0.8,Condo,Condo,,,,
202240,2020,8/6/2021,Waterbury,1389 WEST MAIN ST,219990,200000.0,1.0999,Commercial,,25 - Other,INCLDS UNITS 221-222,,POINT (-73.06622 41.54964)
21050,2021,10/25/2021,Newtown,11 MIDDLETON ROAD,360190,800000.0,0.4502,Residential,Single Family,,,,POINT (-73.328428992 41.421416994)
2100009,2021,10/1/2021,Stamford,39 ALDEN STREET,322580,436500.0,0.739,Residential,Two Family,08 - Part Interest,PARTIAL INTEREST SALE,,POINT (-73.549418959 41.053457018)
170674,2017,2/1/2018,Bridgeport,630 CARROLL AVE UNIT 4,1346480,24000.0,56.10333333,,,08 - Part Interest,CO-OP BRIDGEPORT WILMOT APTS INC,,
200056,2020,11/21/2020,East Haddam,277 TOWN ST,182190,280000.0,0.6506,Residential,Single Family,,,,POINT (-72.43289 41.45265)
21000254,2021,3/31/2022,Cheshire,1125 WATERBURY RD U2D,37330,125000.0,0.2986,Residential,Condo,,,,POINT (-72.933065013 41.519933986)
160670,2016,5/19/2017,Hamden,40 JAENICKE LA,135870,225000.0,0.603866667,Single Family,Single Family,,,,
